assessment_name,url,remote_support,adaptive_support,duration,test_type,description
Big Five – Emotional Stability Assessment,https://www.shl.com/solutions/products/assessments/big-five-emotional-stability-assessment/,Yes,No,8,Personality,Focused assessment of emotional stability personality dimension.
Conflict Management Style Assessment,https://www.shl.com/solutions/products/assessments/conflict-management-style-assessment/,Yes,No,15,Behavioral,Identifies preferred conflict-handling approach using Thomas-Kilmann model.
Communication Style Inventory,https://www.shl.com/solutions/products/assessments/communication-style-inventory/,Yes,No,12,Behavioral,"Evaluates assertive, analytical, amiable, and expressive communication styles."
Decision-Making Style Assessment,https://www.shl.com/solutions/products/assessments/decision-making-style-assessment/,Yes,No,15,Behavioral,Measures rational vs intuitive decision-making preferences.
Time Management Assessment,https://www.shl.com/solutions/products/assessments/time-management-assessment/,Yes,No,12,Behavioral,"Evaluates planning, prioritisation, and delegation skills."
Stress Management Assessment,https://www.shl.com/solutions/products/assessments/stress-management-assessment/,Yes,No,12,Behavioral,Identifies coping strategies and stress tolerance under pressure.
Ethical Reasoning Assessment,https://www.shl.com/solutions/products/assessments/ethical-reasoning-assessment/,Yes,No,20,Behavioral,Tests moral reasoning and ethical decision-making in workplace scenarios.
Cross-Cultural Competency Assessment,https://www.shl.com/solutions/products/assessments/cross-cultural-competency-assessment/,Yes,No,15,Behavioral,Evaluates cultural awareness and ability to work across diverse teams.
Negotiation Skills Assessment,https://www.shl.com/solutions/products/assessments/negotiation-skills-assessment/,Yes,No,20,Behavioral,"Measures negotiation strategy, persuasion, and deal-closing ability."
Presentation Skills Assessment,https://www.shl.com/solutions/products/assessments/presentation-skills-assessment/,Yes,No,15,Behavioral,"Evaluates clarity, structure, and confidence in delivering presentations."
Energy & Utilities Knowledge,https://www.shl.com/solutions/products/assessments/energy-utilities-knowledge/,Yes,No,25,Job Knowledge,"Tests power generation, distribution, and regulatory knowledge."
Aviation Knowledge,https://www.shl.com/solutions/products/assessments/aviation-knowledge/,Yes,No,25,Job Knowledge,"Evaluates aviation regulations, safety protocols, and operations."
Hospitality Management Knowledge,https://www.shl.com/solutions/products/assessments/hospitality-management-knowledge/,Yes,No,20,Job Knowledge,"Tests hotel operations, guest service, and revenue management."
Education & Training Knowledge,https://www.shl.com/solutions/products/assessments/education-training-knowledge/,Yes,No,20,Job Knowledge,"Assesses pedagogy, curriculum design, and learning theory."
Construction & Civil Engineering,https://www.shl.com/solutions/products/assessments/construction-civil-engineering/,Yes,No,25,Job Knowledge,"Tests building codes, project planning, and structural concepts."
Food Safety & Quality (HACCP),https://www.shl.com/solutions/products/assessments/food-safety-quality-haccp/,Yes,No,20,Job Knowledge,"Validates food safety, HACCP principles, and hygiene standards."
Logistics & Freight Knowledge,https://www.shl.com/solutions/products/assessments/logistics-freight-knowledge/,Yes,No,20,Job Knowledge,"Tests shipping regulations, customs, and supply chain logistics."
Media & Advertising Knowledge,https://www.shl.com/solutions/products/assessments/media-advertising-knowledge/,Yes,No,20,Job Knowledge,"Evaluates media planning, advertising strategy, and campaign measurement."
Public Sector Administration,https://www.shl.com/solutions/products/assessments/public-sector-administration/,Yes,No,25,Job Knowledge,"Tests knowledge of governance, public policy, and administrative procedures."
Nonprofit Management Knowledge,https://www.shl.com/solutions/products/assessments/nonprofit-management-knowledge/,Yes,No,20,Job Knowledge,"Evaluates fundraising, grant management, and stakeholder engagement."
Venture Capital & Private Equity,https://www.shl.com/solutions/products/assessments/venture-capital-private-equity/,Yes,No,30,Job Knowledge,"Tests deal evaluation, term sheets, and portfolio management knowledge."
Management Consulting Knowledge,https://www.shl.com/solutions/products/assessments/management-consulting-knowledge/,Yes,No,25,Job Knowledge,"Assesses problem structuring, hypothesis-driven analysis, and case methodology."
Actuarial Science Knowledge,https://www.shl.com/solutions/products/assessments/actuarial-science-knowledge/,Yes,No,40,Job Knowledge,"Tests probability, risk modelling, and insurance mathematics."
Compliance & Anti-Money Laundering,https://www.shl.com/solutions/products/assessments/compliance-anti-money-laundering/,Yes,No,25,Job Knowledge,"Validates AML, KYC, and financial regulatory compliance."
Data Privacy (GDPR) Knowledge,https://www.shl.com/solutions/products/assessments/data-privacy-gdpr-knowledge/,Yes,No,20,Job Knowledge,"Tests understanding of GDPR principles, rights, and obligations."
Supply Chain Disruption Simulation,https://www.shl.com/solutions/products/assessments/supply-chain-disruption-simulation/,Yes,No,30,Simulation,Scenario-based exercise managing a multi-stage supply chain disruption.
IT Incident Management Simulation,https://www.shl.com/solutions/products/assessments/it-incident-management-simulation/,Yes,No,25,Simulation,"Simulated major IT outage requiring triage, communication, and resolution."
Sales Pitch Simulation,https://www.shl.com/solutions/products/assessments/sales-pitch-simulation/,Yes,No,15,Simulation,Prepare and deliver a sales pitch for a new product.
Merger Integration Simulation,https://www.shl.com/solutions/products/assessments/merger-integration-simulation/,Yes,No,35,Simulation,Strategic simulation of post-acquisition integration planning.
New Market Entry Simulation,https://www.shl.com/solutions/products/assessments/new-market-entry-simulation/,Yes,No,30,Simulation,Develop a market-entry strategy for an unfamiliar geography.
Workforce Planning Simulation,https://www.shl.com/solutions/products/assessments/workforce-planning-simulation/,Yes,No,25,Simulation,Plan headcount allocation under budget and talent constraints.
Regulatory Audit Simulation,https://www.shl.com/solutions/products/assessments/regulatory-audit-simulation/,Yes,No,25,Simulation,Prepare for and respond to a mock regulatory audit.
Product Launch Simulation,https://www.shl.com/solutions/products/assessments/product-launch-simulation/,Yes,No,30,Simulation,End-to-end simulation managing a product launch across teams.
Quality Improvement Simulation,https://www.shl.com/solutions/products/assessments/quality-improvement-simulation/,Yes,No,25,Simulation,Root-cause analysis and improvement planning for quality defects.
Remote Team Coordination Simulation,https://www.shl.com/solutions/products/assessments/remote-team-coordination-simulation/,Yes,No,20,Simulation,Manage a distributed team through a complex deliverable.
Healthcare Situational Judgement,https://www.shl.com/solutions/products/assessments/healthcare-situational-judgement/,Yes,No,20,Behavioral,Scenario-based assessment for clinical and healthcare roles.
Engineering Situational Judgement,https://www.shl.com/solutions/products/assessments/engineering-situational-judgement/,Yes,No,20,Behavioral,Evaluates judgement in engineering project and safety scenarios.
Logistics Situational Judgement,https://www.shl.com/solutions/products/assessments/logistics-situational-judgement/,Yes,No,15,Behavioral,Tests problem-solving in warehouse and distribution situations.
Hospitality Situational Judgement,https://www.shl.com/solutions/products/assessments/hospitality-situational-judgement/,Yes,No,15,Behavioral,Assesses guest-service and operational decision-making.
Education Situational Judgement,https://www.shl.com/solutions/products/assessments/education-situational-judgement/,Yes,No,20,Behavioral,Tests classroom management and student engagement decisions.
Construction Situational Judgement,https://www.shl.com/solutions/products/assessments/construction-situational-judgement/,Yes,No,15,Behavioral,"Evaluates site safety, coordination, and stakeholder decisions."
Legal Professional Situational Judgement,https://www.shl.com/solutions/products/assessments/legal-professional-situational-judgement/,Yes,No,20,Behavioral,Tests ethics and judgement in legal practice contexts.
Consulting Situational Judgement,https://www.shl.com/solutions/products/assessments/consulting-situational-judgement/,Yes,No,20,Behavioral,Scenario-based test for client advisory and engagement management.
Korean Language Proficiency,https://www.shl.com/solutions/products/assessments/korean-language-proficiency/,Yes,No,25,Language,"Standardised proficiency test for Korean covering reading, writing, and comprehension."
Turkish Language Proficiency,https://www.shl.com/solutions/products/assessments/turkish-language-proficiency/,Yes,No,25,Language,"Standardised proficiency test for Turkish covering reading, writing, and comprehension."
Thai Language Proficiency,https://www.shl.com/solutions/products/assessments/thai-language-proficiency/,Yes,No,25,Language,"Standardised proficiency test for Thai covering reading, writing, and comprehension."
Vietnamese Language Proficiency,https://www.shl.com/solutions/products/assessments/vietnamese-language-proficiency/,Yes,No,25,Language,"Standardised proficiency test for Vietnamese covering reading, writing, and comprehension."
Polish Language Proficiency,https://www.shl.com/solutions/products/assessments/polish-language-proficiency/,Yes,No,25,Language,"Standardised proficiency test for Polish covering reading, writing, and comprehension."
Swedish Language Proficiency,https://www.shl.com/solutions/products/assessments/swedish-language-proficiency/,Yes,No,25,Language,"Standardised proficiency test for Swedish covering reading, writing, and comprehension."
Czech Language Proficiency,https://www.shl.com/solutions/products/assessments/czech-language-proficiency/,Yes,No,25,Language,"Standardised proficiency test for Czech covering reading, writing, and comprehension."
Indonesian Language Proficiency,https://www.shl.com/solutions/products/assessments/indonesian-language-proficiency/,Yes,No,25,Language,"Standardised proficiency test for Indonesian covering reading, writing, and comprehension."
Bilingual Proficiency Assessment (EN/ES),https://www.shl.com/solutions/products/assessments/bilingual-proficiency-assessment-en-es/,Yes,No,30,Language,Evaluates bilingual competence in English and Spanish for customer-facing roles.
Bilingual Proficiency Assessment (EN/FR),https://www.shl.com/solutions/products/assessments/bilingual-proficiency-assessment-en-fr/,Yes,No,30,Language,Evaluates bilingual competence in English and French for customer-facing roles.
